aspect,setiment_words,polarity
空间,够大,1
空间,大,1
卫生,干净,1
服务,不错,1
位置,偏,-1
设施,旧,-1
卫生,不错,1
服务,周到,1
性价比,不错,1
位置,交通便利,1
服务,热情,1
卫生,干净,1
位置,好,1
餐饮,棒,1
餐饮,丰富,1
服务,高品质,1
性价比,很高,1
卫生,干净,1
空间,很大,1
环境,很好,1
服务,好,1
餐饮,早饭很不错,1
位置,不方便,-1
性价比,很高,1
服务,很好,1
服务,好,1
卫生,干净,1
服务,很好,1
卫生,干净,1
设施,比较全,1
空间,很大,1
设施,好,1
位置,交通方便,1
餐饮,好吃,1
服务,一般,0
环境,好,1
餐饮,超好,1
空间,大,1
卫生,干净,1
位置,出行方便,1
空间,大,1
卫生,干净,1
卫生,干净,1
服务,态度好,1
位置,出门方便,1
卫生,很干净,1
环境,不错,1
卫生,可以,1
隔音,噪音有点大,-1
环境,不错,1
设施,齐全,1
位置,交通方便,1
位置,交通方便,1
性价比,超高,1
卫生,好,1
卫生,卫生,1
服务,非常到位,1
位置,方便,1
卫生,干净,1
服务,态度很好,1
性价比,高,1
服务,很棒,1
位置,很好,1
卫生,干净,1
设施,新,1
服务,态度好,1
价格,不贵,1
位置,出行方便,1
环境,不错,1
价格,物美价廉,1
服务,好,1
卫生,干净,1
环境,优美,1
位置,好,1
卫生,舒适卫生,1
服务,热情,1
餐饮,早餐丰富,1
设施,人性化,1
性价比,不错,1
卫生,很干净,1
卫生,干净,1
位置,出行很方便,1
卫生,很干净,1
位置,便利,1
环境,很好,1
性价比,高,1
餐饮,早餐也不错,1
设施,一流,1
空间,比较大,1
餐饮,早餐不错,1
价格,适中,1
环境,优美,1
位置,好,1
隔音,好,1
环境,喜欢,1
卫生,干净,1
价格,超值,1
环境,安静,1
环境,不错,1
环境,不错,1
位置,交通很方便,1
服务,蛮好,1
环境,不错,1
环境,不错,1
环境,不错,1
位置,地段也可以,1
环境,不错,1
空间,大,1
环境,不错,1
环境,不错,1
服务,不错,1
环境,不错,1
服务,很好,1
环境,很好,1
服务,很好,1
环境,不错,1
价格,实惠,1
环境,不错,1
位置,交通也便利,1
环境,不错,1
环境,不错,1
餐饮,吃得不是很好,-1
环境,不错,1
环境,不错,1
环境,不错,1
环境,不错,1
设施,很新,1
环境,不错,1
设施,齐备,1
服务,良好,1
环境,不错,1
环境,不错,1
位置,好,1
环境,不错,1
环境,不错,1
卫生,干净,1
环境,不错,1
餐饮,好,1
环境,不错,1
环境,不错,1
环境,不错,1
服务,热情,1
位置,交通非常方便,1
空间,小,-1
环境,不错,1
位置,交通比较方便,1
环境,不好,-1
服务,不咋地,-1
环境,差,-1
设施,老,-1
环境,棒,1
餐饮,好,1
环境,不错,1
服务,很好,1
环境,好,1
环境,非常好,1
服务,很好,1
环境,古朴大气,1
位置,好,1
服务,好,1
环境,还不错,1
环境,不错,1
设施,周到,1
环境,不错,1
环境,不错,1
环境,还行,0
环境,还行,0
环境,还好,1
服务,可以,1
设施,也行,1
价格,不便宜,-1
环境,还可以,1
环境,还算可以,1
环境,好,1
环境,好,1
价格,高,-1
环境,好,1
卫生,整洁,1
环境,好,1
位置,可以,1
服务,好,1
环境,好,1
空间,大,1
丰富,丰富,1
环境,好,1
服务,好,1
环境,好,1
服务,好,1
环境,好,1
服务,态度好,1
环境,好,1
卫生,干净,1
环境,好,1
环境,好,1
环境,好,1
环境,好,1
环境,好,1
餐饮,好,1
环境,好,1
环境,不错,1
卫生,干净卫生,1
环境,不错,1
服务,好,1
餐饮,简单,0
环境,干净,1
服务,不错,1
环境,好,1
空间,大,1
环境,很好,1
环境,很好,1
性价比,物有所值,1
环境,很好,1
服务,到位,1
设施,齐全,1
环境,很好,1
服务,很好,1
环境,很好,1
服务,很好,1
环境,很好,1
服务,很好,1
环境,好,1
环境,很好,1
环境,很好,1
环境,很好,1
环境,很好,1
服务,到位,1
环境,很好,1
位置,好,1
价格,适中,1
环境,很好,1
环境,很好,1
卫生,很干净,1
环境,很好,1
环境,很好,1
环境,很好,1
环境,很美,1
服务,很好,1
环境,佳,1
服务,佳,1
环境,还可以,0
卫生,干净,1
性价比,高,1
环境,舒适,1
服务,很棒,1
环境,舒适,1
服务,好,1
环境,太差,-1
服务,有礼貌,1
环境,特别好,1
环境,特别好,1
卫生,不错,1
服务,冷漠,-1
环境,不错,1
环境,一般,0
空间,太小,-1
环境,一般,0
卫生,一般,0
服务,一般,0
环境,一流,1
位置,好,1
价格,适当,1
环境,优美,1
性价比,高,1
环境,优美,1
位置,出入方便,1
环境,优美,1
卫生,干净,1
环境,优美,1
卫生,不错,1
环境,优美,1
环境,优美,1
环境,优美,1
餐饮,丰富,1
环境,环境优美,1
餐饮,早餐丰盛,1
环境,优雅,1
位置,交通便利,1
设施,齐全,1
服务,不错,1
环境,优雅,1
环境,优越,1
设施,一流,1
环境,幽静,1
空间,小,-1
卫生,干净,1
环境,舒適,1
服务,態度佳,1
设施,旧,-1
餐饮,一般,0
性价比,不错,1
价格,便宜,1
空间,大,1
价格,划算,1
空间,非常大,1
价格,还可以接受,0
设施,偏旧,-1
环境,一般,0
位置,安静,1
价格,合理,1
价格,优惠,1
位置,比较偏,0
位置,方便,1
位置,地段非常好,1
价格,比较好,1
价格,高,-1
卫生,干净,1
卫生,一般,0
隔音,效果为零,-1
位置,交通便捷,1
空间,不大,-1
位置,交通便利,1
服务,态度良好,1
位置,交通便利,1
位置,交通便利,1
服务,好,1
位置,交通便利,1
服务,热情周到,1
位置,交通便利,1
卫生,干净,1
位置,便利,1
卫生,整洁,1
位置,交通便利,1
位置,交通便利,1
卫生,干净,1
环境,优雅,1
位置,交通便利,1
服务,一流,1
卫生,干净舒适,1
位置,交通便利,1
空间,大,1
设施,一般,0
位置,交通便利,1
环境,不错,1
卫生,卫生,1
位置,交通不太方便,-1
位置,交通方便,1
空间,小,-1
设施,齐全,1
位置,交通方便,1
服务,好,1
位置,交通方便,1
服务,好,1
设施,好,1
卫生,干净,1
位置,交通方便,1
服务,周到,1
卫生,整洁干净,1
环境,不错,1
位置,交通方便,1
卫生,干净,1
服务,好,1
位置,交通方便,1
卫生,整洁,1
价格,实惠,1
设施,陈旧,-1
位置,交通方便,1
服务,还可以,1
位置,交通方便,1
餐饮,早餐也满意,1
服务,好,1
位置,交通方便,1
设施,具备,1
价格,实惠,1
环境,很好,1
位置,交通非常方便,1
卫生,很干净,1
服务,周到,1
设施,不错,1
卫生,不太好,-1
性价比,好,1
服务,好,1
卫生,干净,1
服务,好,1
价格,划算,1
卫生,干净,1
环境,安静,1
设施,齐全,1
环境,安静,1
服务,差,-1
被子,不干净,-1
位置,很便利,1
餐饮,好多了,1
设施,发霉,1
服务,还行,1
卫生,干净,1
服务,热情,1
卫生,干净,1
环境,优雅,1
卫生,干净,1
卫生,干净,1
服务,好,1
设施,老,-1
卫生,灰尘太大,-1
卫生,干净,1
位置,不错,1
位置,交通便利,1
餐饮,饭菜香,1
卫生,干净,1
位置,不是很便利,-1
位置,优越,1
服务,素质很高,1
设施,很好,1
价格,可以吧,0
餐饮,不错,1
卫生,干净,1
价格,可以,1
位置,好,1
环境,好,1
性价比,比较高,1
位置,好,1
性价比,高,1
餐饮,没什么吃的,-1
卫生,干净,1
卫生,干净,1
设施,不算新,-1
餐饮,吃的挺多,1
位置,有点偏,-1
卫生,干净,1
位置,交通方便,1
价格,相对的廉价,1
位置,非常便利,1
服务,很厉害,1
价格,合理,1
服务,态度好,1
位置,交通便利,1
服务,态度好,1
餐饮,简单,-1
位置,好,1
卫生,不错,1
位置,得天独厚,1
位置,好,1
餐饮,可以,1
卫生,干净,1
服务,态度很好,1
环境,好,1
环境,不错,1
服务,好,1
餐饮,很好,1
服务,好,1
环境,好,1
环境,好,1
卫生,干净,1
环境,好,1
位置,方便,1
环境,不错,1
服务,有保障,1
性价比,高,1
卫生,干净,1
位置,不错,1
价格,不贵,1
价格,合适,1
环境,不错,1
位置,好,1
服务,好,1
服务,很好,1
卫生,很卫生,1
性价比,不错,1
餐饮,很好,1
位置,方便,1
设施,好,1
性价比,高,1
位置,不错,1
服务,面无表情,-1
位置,方便,1
卫生,干净,1
卫生,干净,1
卫生,不错,1
性价比,物美价廉,1
餐饮,方便,1
价格,便宜,1
餐饮,好,1
环境,安静,1
卫生,不错,1
位置,好,1
服务,非常感谢,1
性价比,高,1
位置,很好,1
服务,态度差,-1
卫生,差,-1
隔音,不行,-1
服务,不热情,-1
价格,贵,-1
性价比,差,-1
空间,小,-1
卫生,蚂蚁非常多,-1
餐饮,难以食用,-1
位置,不错,1
性价比,高,1
餐饮,咸,1
餐饮,不错,1
环境,很好,1
价格,不高,1
隔音,很噪,-1
性价比,首选,1
餐饮,不方便,-1
环境,不怎么样,-1
价格,不贵,1
位置,便利,1
设施,标准设施,1
卫生,干净,1
位置,便利,1
价格,变化太大,-1
服务,差,-1
环境,不错,1
卫生,干净,1
服务,好,1
性价比,高,1
位置,方便,1
价格,优惠,1
位置,很方便,1
服务,周到,1
卫生,干净,1
性价比,高,1
餐饮,麻烦,-1
服务,一般,0
隔音,吵,-1
设施,陈旧,1
位置,好,1
餐饮,品种少,-1
位置,佳,1
环境,不错,1
服务,不错,1
服务,好,1
餐饮,方便,1
空间,宽敞,1
卫生,整洁,1
性价比,尚可,1
服务,大度客气,1
性价比,挺高的,1
服务,好,1
位置,方便,1
环境,不错,1
性价比,高,1
性价比,高,1
餐饮,合理,1
卫生,不是太干净,0
卫生,干净,1
价格,贵,-1
环境,不错,1
环境,让人安心,1
隔音,不好,-1
环境,不错,1
价格,比较低,1
位置,佳,1
价格,便宜,1
位置,方便,1
价格,实惠,1
隔音,一般,0
位置,好,1
服务,好,1
餐饮,不错,1
位置,好,1
卫生,干净,1
设施,简单,-1
位置,好,1
位置,不错,1
性价比,可以,1
位置,不错,1
设施,偏旧,-1
位置,不错,1
性价比,不错,1
位置,不错,1
性价比,高,1
位置,好,1
设施,老旧,-1
服务,一般,0
位置,好,1
位置,方便,1
性价比,高,1
位置,可以,1
环境,可以,1
设施,略旧,-1
卫生,还可以,1
价格,还好,1
位置,优势,1
服务,一般,0
位置,不错,1
位置,好,1
位置,不错,1
服务,好,1
空间,小了点,-1
位置,不错,1
位置,不错,1
服务,态度好,1
位置,不错,1
位置,不错,1
环境,很好,1
位置,不错,1
性价比,还行,1
位置,不错,1
设施,可以,1
位置,不错,1
服务,好,1
卫生,不错,1
位置,不错,1
餐饮,蛮好,1
位置,不错,1
环境,可以,1
位置,好,1
设施,不错,1
位置,得天独厚,1
位置,得天独厚,1
服务,有礼貌,1
位置,方便易找,1
价格,公道,1
位置,方便,1
服务,热情,1
位置,不错,1
设施,陈旧,1
餐饮,不错,1
位置,很方便,1
服务,到位,1
设施,挺老的,-1
卫生,不是特别干净,-1
位置,好,1
服务,不错,1
位置,好,1
环境,优美,1
位置,好,1
位置,好,1
设施,不错,1
位置,好,1
性价比,不错,1
位置,好,1
位置,方便,1
位置,绝佳,1
餐饮,丰富,1
位置,绝佳,1
位置,可以,1
环境,一般,0
位置,偏,-1
位置,优越,1
服务,态度好,1
餐饮,方便,1
设施,有些陈旧,-1
位置,优越,1
位置,有点偏,-1
环境,一般,0
空间,有点小,-1
位置,赞,1
卫生,脏,-1
空间,还好,0
位置,非常方便,1
餐饮,味道一流,1
性价比,不错,1
服务,不错,1
卫生,干净,1
设施,不错,1
位置,方便,1
服务,伤心,-1
位置,便捷,1
环境,不错,1
位置,好,1
环境,好,1
价格,实惠,1
空间,比较宽敞,1
卫生,干净,1
位置,十分方便,1
卫生,可以,1
餐饮,一般,0
位置,好,1
环境,好,1
位置,好,1
服务,好,1
位置,很方便,1
服务,态度好,1
餐饮,精致,1
服务,专业,1
性价比,超值,1
环境,满意,1
价格,很实惠,1
设施,比较老,-1
卫生,还算干净,1
环境,好,1
空间,宽大,1
设施,陈旧,-1
价格,略有上涨,-1
环境,好,1
价格,值,1
餐饮,一直没变,0
位置,赞,1
环境,不错,1
卫生,干净,1
卫生,干净整洁,1
位置,好,1
价格,贵,0
设施,旧,-1
性价比,较高,1
位置,不方便,-1
空间,比较大,1
卫生,干净,1
环境,安静,1
位置,好,1
环境,尚可,1
环境,很好,1
服务,好,1
空间,挺大的,1
隔音,不隔音,-1
服务,差,-1
卫生,一般,0
价格,合适,1
卫生,干净,1
服务,热情,1
空间,大,1
卫生,比较干净,1
性价比,高,1
卫生,干净,1
卫生,干净,1
服务,热情,1
卫生,干净,1
卫生,干净整洁,1
服务,很好,1
位置,很方便,1
设施,陈旧,1
服务,很好,1
空间,够大,1
空间,够大,1
隔音,太差,-1
空间,够大,1
服务,不怎么好,-1
餐饮,单调,-1
空间,挺大的,1
位置,方便,1
餐饮,还可以,1
空间,很大,1
卫生,比较干净,1
空间,很大,1
位置,很便利,1
空间,很大,1
空间,很大,1
服务,很好,1
空间,很大,1
设施,齐全,1
空间,很大,1
位置,可以,1
空间,很大,1
性价比,很高,1
空间,很大,1
空间,很大,1
位置,不知道在哪,0
卫生,干净,1
服务,不错,1
位置,便利,1
环境,非常棒,1
服务,一流,1
空间,很小,-1
位置,还行,1
环境,很好,1
环境,一般般,0
空间,较小,-1
隔音,不好,-1
服务,好,1
空间,宽敞,1
环境,比较安静,1
设施,不算新,-1
卫生,不太干净,-1
餐饮,单一,-1
空间,略小,-1
位置,很好,1
卫生,干净,1
环境,一般,0
空间,不小,1
餐饮,种类很少,-1
设施,陈旧,1
设施,少,-1
餐饮,种类少,-1
位置,好,1
设施,舒适,1
性价比,高,1
设施,旧,-1
卫生,脏,-1
空间,比较宽敞,1
位置,容易找到,1
餐饮,卫生可口,1
空间,小,-1
空间,小,-1
卫生,干净整洁,1
价格,便宜,1
空间,小,-1
空间,太小,-1
空间,太小,-1
卫生,超脏,-1
性价比,一般,0
空间,挺大的,1
位置,很便利,1
性价比,很高,1
卫生,干净,1
卫生,卫生,1
价格,适中,1
环境,好,1
卫生,干净,1
卫生,差,-1
卫生,一般般,0
设备,陈旧,-1
卫生,脏,-1
位置,极不方便,-1
位置,方便,1
服务,周到,1
餐饮,可口,1
空间,小,-1
空间,小,-1
空间,小,-1
设施,陈旧,-1
位置,还不错,1
空间,小,-1
性价比,低,-1
空间,小,-1
空间,小了点,-1
空间,小了点,-1
服务,很好,1
空间,小了点,-1
设施,接受不了,-1
位置,很方便,1
位置,好,1
服务,好,1
空间,太小了,-1
设施,老旧,-1
餐饮,大不如前,-1
卫生,整洁,1
餐饮,不错,1
空间,扁小,-1
位置,方便,1
环境,好,1
价格,便宜,1
卫生,干净,1
性价比,超,1
服务,温馨到位,1
环境,好,1
餐饮,好吃,1
价格,实惠,1
位置,不错,1
餐饮,丰盛,1
服务,好,1
服务,不好,-1
位置,好,1
服务,好,1
位置,好,1
卫生,干净,1
卫生,干净整洁,1
价格,实惠,1
服务,好,1
价格,合适,1
服务,好,1
位置,便利,1
卫生,干净,1
服务,很好,1
空间,很大,1
餐饮,好,1
位置,好,1
卫生,干净,1
餐饮,差,-1
性价比,物超所值,1
卫生,干净,1
服务,热情大方,1
卫生,干净,1
服务,不错,1
设施,完善,1
服务,好,1
位置,可以,1
设施,满意,1
性价比,很高,1
服务,好,1
设施,齐备,1
服务,周到,1
服务,赞,1
餐饮,清爽,1
设施,旧,1
环境,好,1
餐饮,好,1
设施,好,1
服务,好,1
环境,不错,1
服务,不错,1
卫生,干净,1
服务,不错,1
服务,不好,-1
设施,旧,-1
服务,好,1
服务,好,1
卫生,好,1
服务,好,1
设施,好,1
卫生,干净,1
服务,好,1
卫生,干净,1
服务,热情,1
服务,好,1
空间,好,1
服务,好,1
环境,好,1
卫生,干净,1
服务,好,1
位置,偏,-1
环境,优美,1
餐饮,不错,1
设施,旧,-1
服务,棒,1
卫生,干净,1
价格,划算,1
服务,好,1
位置,好,1
服务,很好,1
服务,好,1
卫生,干净,1
服务,好,1
环境,不错,1
服务,好,1
餐饮,丰富好吃,1
服务,好,1
服务,很好,1
服务,很好,1
服务,好,1
服务,好,1
服务,好,1
服务,很好,1
环境,不错,1
服务,很好,1
空间,很大,1
服务,好,1
服务,好,1
服务,好,1
服务,冷漠,-1
服务,周到,1
设施,好,1
设施,棒棒的,1
服务,热情,1
设施,较旧,-1
服务,很强,1
服务,好,1
环境,行,1
服务,好,1
设施,陈旧,-1
环境,一般,0
位置,优越,1
服务,差,-1
服务,差,-1
服务,不好,-1
服务,差,-1
服务,不错,1
环境,不错,1
服务,好,1
服务,好,1
环境,优雅,1
服务,好,1
环境,好,1
服务,好,1
服务,很好,1
位置,很方便,1
环境,很安静,1
服务,好,1
环境,不错,1
服务,特别好,1
空间,大,1
服务,挺好的,1
空间,很大,1
服务,效率高,1
隔音,可以再改进些,-1
性价比,高,1
服务,一流,1
服务,棒,1
环境,赞,1
服务,周到,1
价格,优惠,1
服务,周到,1
设施,齐全,1
服务,周到,1
餐饮,丰盛,1
服务,细致,1
环境,喜欢,1
价格,优势,1
位置,便利,1
卫生,整洁卫生,1
性价比,比较高,1
卫生,不是很好,-1
卫生,脏,-1
位置,好,1
设施,新,1
卫生,干干净净,1
卫生,干净,1
环境,好,1
位置,出行方便,1
卫生,干净,1
环境,很好,1
餐饮,丰盛,1
服务,好,1
卫生,干净,1
服务,好,1
卫生,干净,1
卫生,干净,1
性价比,高,1
卫生,干净,1
卫生,干净,1
环境,好,1
卫生,干净,1
位置,交通方便,1
卫生,干净,1
隔音,好,1
位置,不太方便,-1
卫生,干净,1
位置,出行方便,1
卫生,干净卫生,1
设施,齐全,1
卫生,干净卫生,1
位置,交通方便,1
服务,热情,1
卫生,干净整洁,1
卫生,干净整洁,1
环境,幽雅,1
位置,交通便利,1
价格,挺划算的,1
隔音,一般,1
性价比,高,1
环境,干净舒适,1
服务,好,1
性价比,高,1
服务,不错,1
餐饮,不错,1
服务,好,1
服务,好,1
服务,比较好,1
位置,非常不错,1
空间,略小,-1
餐饮,没有早餐,-1
设施,不错,1
餐饮,好,1
卫生,干净,1
性价比,高,1
价格,实惠,1
餐饮,丰富,1
卫生,干净,1
性价比,高,1
卫生,干净整洁,1
价格,合理,1
卫生,干净,1
卫生,干净,1
空间,可以,1
卫生,干净,1
环境,繁华,1
服务,还可以,1
空间,好小,-1
位置,离地铁站很近,1
卫生,干净,1
位置,不太好找,-1
设施,还不错,1
餐饮,一般,0
服务,好,1
空间,比较小,-1
空间,有点儿小,-1
设施,破旧,-1
餐饮,方便,1
性价比,一般,0
性价比,可以,1
性价比,可以,1
卫生,干净,1
服务,热情,1
价格,便宜,1
位置,偏,-1
卫生,干净,1
位置,好,1
价格,可以,1
卫生,可以,1
位置,好,1
环境,不错,1
性价比,可以,1
餐饮,还行,1
价格,不是很高,-1
位置,偏,-1
位置,很方便,1
环境,还可以,1
餐饮,很好吃,1
价格,很便宜,1
设施,不算新,1
性价比,比较高,1
位置,好,1
位置,好,1
性价比,高,1
性价比,还行,1
位置,出行方便,1
空间,太小,-1
服务,热情客气,1
空间,小,-1
卫生,都是灰尘,-1
服务,热情,1
卫生,干净,1
性价比,高,1
空间,够大,1
卫生,干净,1
环境,不错,1
空间,挺大,1
位置,好,1
空间,还不错,1
价格,还不错,1
空间,够大,1
隔音,不错,1
价格,不高,1
位置,一般,0
设施,陈旧,-1
位置,偏,-1
设施,老了点,-1
设施,旧,-1
隔音,不好,-1
设施,再新点就好了,-1
服务,热情,1
位置,好,1
环境,好,1
性价比,可以,1
卫生,干净,1
环境,好,1
服务,好,1
环境,好看,1
服务,满意,1
隔音,差,-1
服务,好,1
餐饮,不错,1
性价比,物美价廉,1
价格,便宜,1
性价比,好,1
环境,风景好,1
服务,好,1
环境,优美,1
服务,优质,1
性价比,物美价廉,1
设施,好,1
服务,好,1
位置,赞,1
卫生,干净,1
服务,好,1
性价比,高,1
设施,齐全,1
服务,好,1
位置,佳,1
位置,好,1
环境,一般,0
服务,不错,1
性价比,可以,1
位置,交通方便,1
服务,很热心,1
空间,真的很大,1
设施,应有尽有,1
卫生,干净,1
性价比,超值,1
性价比,高,1
服务,友善,1
位置,好,1
性价比,好,1
空间,很宽敞,1
位置,好评,1
价格,合理,1
服务,不错,1
卫生,干净,1
位置,交通便利,1
设施,齐全,1
环境,好,1
服务,到位,1
性价比,高,1
环境,好,1
卫生,干净,1
环境,好,1
餐饮,令人满意,1
位置,交通便利,1
环境,好,1
环境,还行,1
服务,好,1
性价比,高,1
服务,不错,1
卫生,干净,1
性价比,高,1
卫生,干净,1
服务,热情,1
卫生,干净,1
设施,齐全,1
位置,好,1
位置,好,1
环境,好,1
环境,很温馨,1
卫生,很好,1
位置,很好,1
服务,到位,1
卫生,整洁,1
性价比,划算,1
服务,周到,1
位置,不错,1
服务,好,1
服务,好,1
环境,可以,1
卫生,干净,1
环境,安静,1
位置,好,1
性价比,可以,1
环境,可以,1
服务,热情,1
服务,好,1
环境,好,1
卫生,干净,1
餐饮,不错,1
卫生,干净,1
空间,很大,1
环境,安静,1
卫生,很干净,1
位置,交通方便,1
餐饮,超赞,1
价格,很实惠,1
价格,便宜,1
环境,不错,1
位置,不错,1
服务,棒,1
服务,满意,1
设施,新,1
位置,好找,1
服务,热情,1
服务,热情,1
环境,幽静,1
服务,好,1
设施,中规中矩,1
服务,非常的热情,1
餐饮,可圈可点,1
性价比,比较高,1
性价比,超高,1
服务,赞一个,1
性价比,很高,1
服务,热情,1
价格,贵,1
卫生,干净,1
性价比,高,1
性价比,高,1
位置,不错,1
设施,仿古,0
空间,比较宽大,1
服务,周到,1
卫生,干净卫生,1
性价比,高,1
位置,交通便利,1
性价比,不错,1
位置,很容易找到,1
卫生,干净整洁,1
性价比,高,1
环境,好,1
位置,不错,1
性价比,高,1
位置,好找,1
服务,人性化,1
服务,好,1
空间,很大,1
位置,交通便利,1
设施,陈旧,-1
价格,对得住,1
位置,好,1
设施,不够好,-1
餐饮,丰盛,1
卫生,很脏,-1
设施,老掉牙,-1
位置,一级棒,1
设施,还可以,1
餐饮,不错,1
设施,不错,1
餐饮,一般般,0
环境,比较安静,1
卫生,干净卫生,1
价格,有点贵,-1
环境,不错,1
环境,不错,1
服务,不太热情,-1
环境,不错,1
位置,偏,-1
环境,不错,1
空间,够大,1
卫生,干净,1
环境,不错,1
卫生,很干净,1
服务,比较好,1
环境,不错,1
服务,还行,1
环境,不错,1
服务,很好,1
环境,不错,1
服务,好,1
环境,不错,1
服务,好,1
环境,不错,1
服务,周到,1
位置,好,1
环境,不错,1
卫生,干净,1
位置,安静,1
环境,不错,1
环境,不错,1
位置,交通便利,1
服务,很好,1
环境,不错,1
位置,很方便,1
环境,不错,1
位置,远,-1
环境,不错,1
环境,不错,1
环境,不错,1
空间,略小,1
位置,很方便,1
环境,不错,1
服务,好,1
环境,不错,1
服务,态度好,1
环境,不错,1
服务,好,1
环境,不错,1
服务,亲切,1
环境,不错,1
位置,方便,1
环境,不错,1
环境,不错,1
环境,不错,1
价格,合适,1
环境,不错,1
环境,不错,1
性价比,物美价廉,1
卫生,干净,1
环境,不错,1
环境,超好,1
性价比,值,1
环境,超好,1
服务,已属上品,1
餐饮,划算,1
环境,好,1
环境,好,1
服务,棒,1
环境,一般,0
位置,有些不好找,-1
环境,棒,1
环境,好,1
服务,到位,1
环境,好,1
设施,完善,1
服务,好,1
餐饮,丰盛,1
环境,好,1
环境,好,1
服务,不错,1
环境,干净,1
位置,交通便捷,1
环境,不错,1
位置,优越,1
环境,不错,1
环境,可以,1
环境,好,1
餐饮,可口,1
环境,好,1
服务,好,1
餐饮,丰盛,1
环境,好,1
服务,好,1
环境,好,1
服务,还行,1
环境,好,1
餐饮,丰富,1
环境,好,1
环境,好,1
餐饮,好吃,1
服务,好,1
环境,不错,1
位置,好,1
环境,很好,1
卫生,干净卫生,1
餐饮,不错,1
环境,好,1
环境,舒服,1
服务,好,1
环境,尚可,1
价格,偏贵,-1
服务,一般,0
环境,舒适,1
环境,舒适,1
餐饮,不错,1
环境,太旧,-1
空间,太小,-1
服务,还行,1
环境,不错,1
环境,干净,1
环境,好,1
环境,好,1
位置,偏僻,1
服务,好,1
性价比,不高,-1
位置,不错,1
环境,一般,0
价格,高,-1
环境,一般,0
环境,一般,0
环境,棒,1
服务,好,1
位置,方便,1
价格,便宜,1
环境,优美,1
服务,不错,1
环境,优美,1
环境,优美,1
环境,优美,1
服务,不错,1
环境,优美,1
位置,便利,1
服务,不错,1
环境,优美,1
设施,完善,1
服务,不错,1
环境,优美,1
设施,高大上,1
环境,优美,1
餐饮,不错,1
环境,优美,1
餐饮,丰盛,1
环境,优美,1
服务,热情,1
环境,优美,1
环境,优雅,1
位置,交通方便,1
环境,优雅,1
设施,完善,1
环境,优雅,1
性价比,还可以,1
环境,优雅,1
空间,够大,1
位置,不是很方便,-1
环境,幽雅,1
卫生,灰尘大,-1
空间,高,1
餐饮,好吃,1
价格,比较实惠,1
设施,有点老旧,-1
卫生,比较干净,1
价格,便宜,1
位置,不够方便,-1
卫生,比较干净,1
价格,不贵,1
价格,实惠,1
价格,合理,1
位置,棒,1
价格,合适,1
价格,偏高,1
价格,适中,1
环境,不错,1
价格,适中,1
环境,幽雅,1
位置,交通方便,1
价格,便宜,1
位置,交通便捷,1
位置,交通便利,1
位置,交通便利,1
空间,很大,1
位置,交通便利,1
服务,态度好,1
位置,交通便利,1
位置,交通便利,1
设施,旧,-1
位置,交通便利,1
卫生,干净整洁,1
价格,有点小贵,-1
位置,交通便利,1
位置,交通便利,1
服务,很好,1
位置,交通便利,1
环境,优美,1
空间,超大,1
位置,交通便利,1
位置,交通方便,1
环境,干净,1
位置,交通方便,1
价格,实惠,1
服务,热情,1
位置,交通方便,1
位置,交通方便,1
位置,交通方便,1
位置,交通方便,1
服务,好,1
位置,交通方便,1
服务,蛮热情,1
位置,交通方便,1
环境,还行,1
位置,交通方便,1
价格,有点小贵,-1
餐饮,没早餐,-1
位置,交通方便,1
位置,交通方便,1
位置,交通方便,1
性价比,高,1
位置,交通方便,1
性价比,高,1
位置,交通方便,1
位置,交通很便利,1
价格,合理,1
位置,交通很方便,1
环境,很安静,1
卫生,很不好,-1
位置,实在方便,1
位置,方便,1
环境,没得说,1
位置,偏了点,-1
服务,缺乏风范,-1
隔音,非常差,-1
餐饮,更加震撼,-1
空间,够大,1
价格,实惠,1
服务,好,1
环境,冷清,-1
价格,实惠,1
卫生,干净整洁,1
服务,态度好,1
餐饮,方便,1
价格,经济实惠,1
卫生,比较干净,1
空间,很小,-1
性价比,可以,1
性价比,高,1
服务,不错,1
性价比,高,1
设施,齐全,1
位置,优越,1
卫生,不好,-1
设施,陈旧,-1
卫生,好,1
服务,给人印象深,1
服务,非常热情,1
位置,交通便利,1
餐饮,不错,1
位置,很棒,1
位置,不错,1
设施,差,-1
设施,老,-1
服务,不好,-1
空间,小,-1
卫生,干净,1
环境,优雅,1
卫生,干净,1
服务,周到,1
服务,好,1
餐饮,好,1
设施,好,1
环境,很棒,1
服务,很棒,1
环境,很好,1
服务,很好,1
餐饮,好,1
环境,不错,1
服务,好,1
设施,很好,1
服务,好,1
环境,好,1
餐饮,好,1
设施,好,1
服务,很好,1
服务,好,1
环境,好,1
餐饮,好,1
设施,好,1
位置,好,1
服务,体贴,1
环境,优美,1
服务,非常好,1
环境,不错,1
设施,好,1
餐饮,好,1
设施,好,1
卫生,好,1
服务,很好,1
位置,好,1
性价比,不高,-1
位置,交通方便,1
卫生,不错,1
设施,有些老,-1
位置,还行,1
性价比,还可以,1
空间,不大,-1
服务,不错,1
卫生,挺干净的,1
隔音,还行,1
服务,中规中矩,0
性价比,高,1
服务,比较好,1
性价比,高,1
位置,交通方便,1
设施,比较旧,-1
性价比,比较高,1
性价比,太低,-1
设施,一般般,0
位置,好,1
卫生,不错,1
空间,有够大,1
服务,好,1
